name,operator,operator:wikidata,Street Address,addr:housenumber,addr:street,addr:unit,description,addr:city,addr:state,addr:postcode,Phone Number,phone,Access Days Time,opening_hours,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,network,network:wikidata,network:website,Latitude,Longitude,EV Connector Types,,,socket:type1,socket:type1_combo,socket:chademo,socket:nacs
Best Western Allatoona Inn - Tesla Destination,Best Western Hotels & Resorts,Q830334,5663  Highway 20 NE,5663, Highway 20 Northeast,,,Cartersville,GA,30121,877-798-3752,+1-877-798-3752,,,,1,,,Tesla Destination,Tesla,Q121223733,https://www.tesla.com/destination-charging,34.21132,-84.7576,TESLA,,,,,,yes
Hennessy Ford Atlanta,Ford Motor Company,Q44294,5675 Peachtree Blvd,5675,Peachtree Boulevard,,,Atlanta,GA,30341,470-602-2073,+1-470-602-2073,24 hours daily,24/7,,,4,,FORD_CHARGE,BlueOval,Q44294,https://www.ford.com/support/category/electric-vehicle/charging/public-charging/,33.9029,-84.29613,J1772COMBO,,,,yes,,
Intercontinental Exchange - 5680,,,5680 New Northside Drive,5680,New Northside Drive,,,Atlanta,GA,30328,888-998-2546,+1-888-998-2546,24 hours daily,24/7,,2,,,Blink Network,Blink,Q62065645,https://blinkcharging.com,33.91085,-84.42869,J1772,,,yes,,,
Port Fuel Center,,,5712 GA 21,5712,GA 21,,,Port Wentworth,GA,31407,800-813-8965,+1-800-813-8965,24 hours daily,24/7,,,7,,Non-Networked,,,,32.13561,-81.17273,CHADEMO,J1772COMBO,,,yes,yes,
ORANGE STATIONS NORTHSIDE EV1,,,5730 Peachtree Dunwoody Rd,5730,Peachtree Dunwoody Road,,Northside Hospital. Located at the front entrance of the Orange Parking Deck.,Sandy Springs,GA,30342,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.91095,-84.35358,J1772,,,yes,,,
ORANGE STATIONS NORTHSIDE EV2,,,5730 Peachtree Dunwoody Rd,5730,Peachtree Dunwoody Road,,Located at the front entrance of the Orange Parking Deck.,Sandy Springs,GA,30342,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.91091,-84.35355,J1772,,,yes,,,
ING - Atlanta,,,5780 Powers Ferry Road NW,5780,Powers Ferry Road NW,,,Atlanta,GA,30327,888-998-2546,+1-888-998-2546,24 hours daily,24/7,,2,,,Blink Network,Blink,Q62065645,https://blinkcharging.com,33.9134,-84.4182,J1772,,,yes,,,
JLRB ELECTRIC STATION01,,,580 Pharr Rd NE,580,Pharr Road Northeast,,,Atlanta,GA,30305,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.83754,-84.36947,J1772,,,yes,,,
The Mason Sugarloaf Apartments,The Mason Sugarloaf Apartments,,5805 Sugarloaf Parkway,5805,Sugarloaf Parkway,,,Lawrenceville,GA,30043,888-998-2546,+1-888-998-2546,24 hours daily,24/7,,10,,,Blink Network,Blink,Q62065645,https://blinkcharging.com,33.97946,-84.07416,J1772,,,yes,,,
GEORGIA POWER VILLA RICA DC1,,,584 Highway 61,584,Highway 61,,,Villa Rica,GA,30180,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,,1,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.71849,-84.93805,CHADEMO,J1772COMBO,,,yes,yes,
GEORGIA POWER VILLA RICA DC2,,,584 Highway 61,584,Highway 61,,,Villa Rica,GA,30180,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,,1,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.71853,-84.93807,CHADEMO,J1772COMBO,,,yes,yes,
Don Jackson Jeep,Stellantis N.V.,Q97439162,5855 GA-400,5855,GA-400,,,Cumming,GA,30028,949-945-2000,+1-949-945-2000,24 hours daily,24/7,,,2,,EVGATEWAY,EVGateway,Q127869937,https://evgateway.com,34.31048,-84.06753,J1772COMBO,,,,yes,,
Pilot Travel Center 66,Pilot / Flying J,Q1434601,5888 Highway 53,5888,Highway 53,,,Braselton,GA,30517,877-455-3833,+1-877-455-3833,24 hours daily,24/7,,,4,,eVgo Network,eVgo,Q61803820,https://www.evgo.com,34.11929,-83.76252,J1772COMBO,,,,yes,,
Courtyard by Marriott Warner Robins - Tesla Destination,Courtyard by Marriott,Q1053170,589 Carl Vinson Pkwy,589,Carl Vinson Parkway,,,Warner Robbins,GA,31088,877-798-3752,+1-877-798-3752,,,,4,,,Tesla Destination,Tesla,Q121223733,https://www.tesla.com/destination-charging,32.61686,-83.67038,J1772,TESLA,,yes,,,yes
Jim Ellis Chevrolet,General Motors,Q81965,5900 Peachtree Industrial Blvd,5900,Peachtree Industrial Boulevard,,"South of I-285 on west side of Peachtree Industrial Blvd, located near the sales department",Atlanta,GA,30341,,,9am-8pm M-Sat,Mo-Sa 09:00-20:00,,,6,1,,,,Non-Networked,GPS,33.90999,,,,,,,
"Simon Sugarloaf Mills (Lawrenceville, GA)",Sugarloaf Mills,,5900 SUGARLOAF PKWY,5900,Sugarloaf Parkway,,,Lawrenceville,GA,30043,833-632-2778,+1-833-632-2778,24 hours daily,24/7,,,4,,Electrify America,Electrify America,Q59773555,https://www.electrifyamerica.com,33.97892,-84.083,J1772COMBO,,,,yes,,
Windward Pointe 200,,,5900 Windward Parkway,5900,Windward Parkway,,,Alpharetta,GA,30005,888-998-2546,+1-888-998-2546,24 hours daily,24/7,,2,,,Blink Network,Blink,Q62065645,https://blinkcharging.com,34.09147,-84.2512,J1772,,,yes,,,
INN INN 2,,,597 Barnsley Gardens Rd NW,597,Barnsley Gardens Road Northwest,,Near front entrance to the resort,Adairsville,GA,30103,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,1,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,34.30226,-84.9838,J1772,,,yes,,,
INN INN 1,,,597 Barnsley Gardens Rd NW,597,Barnsley Gardens Road Northwest,,Near the front entrance to the resort,Adairsville,GA,30103,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,34.30222,-84.98375,J1772,,,yes,,,
THE CURRENTS 2ND FLOOR LEFT,,,6 14th St,6,14th Street,,,Columbus,GA,31901,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,32.47193,-84.99397,J1772,,,yes,,,
REJV PD PD 5-3,,,6 Concourse Parkway,6,Concourse Parkway,,In front of East elevator,Sandy Springs,GA,30328,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,1,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.91808,-84.35577,J1772,,,yes,,,
REJV PD PD 5-2,,,6 Concourse Parkway,6,Concourse Parkway,,In front of 3 east elevator,Sandy Springs,GA,30328,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,1,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.91807,-84.35578,J1772,,,yes,,,
REJV PD PD 6-1,,,6 Concourse Pkwy,6,Concourse Parkway,,In parking deck 6,Sandy Springs,GA,30328,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,1,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.91779,-84.35623,J1772,,,yes,,,
AMICALOLA EMC FOOTHILLS,,,60 Foothills Pkwy,60,Foothills Parkway,,Furthest parking space in front of IGA grocery store,Marble Hill,GA,30148,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,34.41402,-84.28211,J1772,,,yes,,,
Home2 Suites Atlanta South/McDonough - Tesla Destination,Home2 Suites by Hilton,Q5887912,60 Mill Rd,60,Mill Road,,,McDonough,GA,30253,877-798-3752,+1-877-798-3752,,,,2,,,Tesla Destination,Tesla,Q121223733,https://www.tesla.com/destination-charging,33.46002,-84.21585,J1772,TESLA,,yes,,,yes
Galleria 600,,,600 Galleria Parkway Southeast,600,Galleria Parkway Southeast,,,Atlanta,GA,30339,888-998-2546,+1-888-998-2546,24 hours daily,24/7,,6,,,Blink Network,Blink,Q62065645,https://blinkcharging.com,33.88528,-84.46124,J1772,,,yes,,,
Bank of America Plaza,,,600 Peachtree Street Northeast,600,Peachtree Street Northeast,,,Atlanta,GA,30308,888-998-2546,+1-888-998-2546,24 hours daily,24/7,,6,,,Blink Network,Blink,Q62065645,https://blinkcharging.com,33.77088,-84.38664,J1772,,,yes,,,
Hartsfield-Jackson Atlanta International Airport - Domestic Terminal South Hourly,Hartsfield-Jackson Atlanta International Airport,Q214861,6000 N Terminal Pkwy,6000,North Terminal Parkway,,Located on the ground floor,Atlanta,GA,30320,404-530-7300,+1-404-530-7300,24 hours daily,24/7,10,,,,Non-Networked,,,,33.63849,-84.44403,J1772,,,yes,,,
Hartsfield-Jackson Atlanta International Airport - Domestic Terminal North Hourly,Hartsfield-Jackson Atlanta International Airport,Q214861,6000 N Terminal Pkwy,6000,North Terminal Parkway,,Located on the ground floor,Atlanta,GA,30320,404-530-7300,+1-404-530-7300,24 hours daily,24/7,,10,,,Non-Networked,,,,33.64309,-84.44347,J1772,,,yes,,,
Hartsfield-Jackson Atlanta International Airport - International Terminal Hourly,Hartsfield-Jackson Atlanta International Airport,Q214861,6000 N Terminal Pkwy,6000,North Terminal Parkway,,Located on the second floor,Atlanta,GA,30320,404-530-7300,+1-404-530-7300,24 hours daily,24/7,10,6,,,Non-Networked,,,,33.64137,-84.41924,J1772,,,yes,,,
Hartsfield-Jackson Atlanta International Airport - International Terminal Park and Ride,Hartsfield-Jackson Atlanta International Airport,Q214861,6000 N Terminal Pkwy,6000,North Terminal Parkway,,,Atlanta,GA,30320,404-530-7300,+1-404-530-7300,24 hours daily,24/7,28,,,,Non-Networked,,,,33.64251,-84.40498,J1772,,,yes,,,
Hartsfield-Jackson Atlanta International Airport - Domestic Terminal North Economy,Hartsfield-Jackson Atlanta International Airport,Q214861,6000 N Terminal Pkwy,6000,North Terminal Parkway,,,Atlanta,GA,30320,404-530-7300,+1-404-530-7300,24 hours daily,24/7,18,8,,,Non-Networked,,,,33.64296,-84.44697,J1772,,,yes,,,
Hartsfield-Jackson Atlanta International Airport - Domestic Terminal South Economy,Hartsfield-Jackson Atlanta International Airport,Q214861,6000 N Terminal Pkwy,6000,North Terminal Parkway,,,Atlanta,GA,30320,404-530-7300,+1-404-530-7300,24 hours daily,24/7,18,8,,,Non-Networked,,,,33.63883,-84.4465,J1772,,,yes,,,
Hartsfield-Jackson Atlanta International Airport - Domestic Terminal South Daily,Hartsfield-Jackson Atlanta International Airport,Q214861,6000 N Terminal Pkwy,6000,North Terminal Parkway,,,Atlanta,GA,30320,404-530-7300,+1-404-530-7300,24 hours daily,24/7,22,9,,,Non-Networked,,,,33.63843,-84.44288,J1772,,,yes,,,
Hartsfield-Jackson Atlanta International Airport - Domestic Terminal North Daily,Hartsfield-Jackson Atlanta International Airport,Q214861,6000 N Terminal Pkwy,6000,North Terminal Parkway,,,Atlanta,GA,30320,404-530-7300,+1-404-530-7300,24 hours daily,24/7,12,10,,,Non-Networked,,,,33.64377,-84.44381,J1772,,,yes,,,
Building 4000,,,6000 Summit Place,6000,Summit Place,,,Alpharetta,GA,30009,888-998-2546,+1-888-998-2546,24 hours daily,24/7,,11,,,Blink Network,Blink,Q62065645,https://blinkcharging.com,34.05622,-84.28543,J1772,,,yes,,,
Buc-ee's - Tesla Supercharger,Buc-ee's,Q4982335,601  Union Grove Road,601, Union Grove Road,,,Adairsville,GA,30103,877-798-3752,+1-877-798-3752,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,24/7,,,12,,Tesla,Tesla,Q17089620,https://www.tesla.com/supercharger,34.43981,-84.91708,TESLA,,,,,,yes
"The BRICE, A Kimpton Hotel - Tesla Destination",The BRICE,,601 E Bay St,601,East Bay Street,,,Savannah,GA,31401,877-798-3752,+1-877-798-3752,,,,3,,,Tesla Destination,Tesla,Q121223733,https://www.tesla.com/destination-charging,32.07871,-81.08522,J1772,TESLA,,yes,,,yes
MB BUCEES  CALHOUN 10,Buc-ee’s,Q4982335,601 Union Grove Road SE,601,Union Grove Road Southeast,,Charger is open to all EVs and brands. Charger support credit card payment.,Calhoun,GA,30701,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,,1,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,34.44113,-84.91515,J1772COMBO,,,,yes,,
MB BUCEES  CALHOUN 1-2,Buc-ee’s,Q4982335,601 Union Grove Road SE,601,Union Grove Road Southeast,,Charger is open to all EVs and brands. Charger support credit card payment.,Calhoun,GA,30701,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,,2,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,34.44141,-84.91514,J1772COMBO,,,,yes,,
MB BUCEES  CALHOUN 5-6,Buc-ee’s,Q4982335,601 Union Grove Road SE,601,Union Grove Road Southeast,,Charger is open to all EVs and brands. Charger support credit card payment.,Calhoun,GA,30701,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,,2,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,34.4413,-84.91515,J1772COMBO,,,,yes,,
MB BUCEES  CALHOUN 7-8,Buc-ee’s,Q4982335,601 Union Grove Road SE,601,Union Grove Road Southeast,,Charger is open to all EVs and brands. Charger support credit card payment.,Calhoun,GA,30701,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,,2,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,34.44125,-84.91515,J1772COMBO,,,,yes,,
MB BUCEES  CALHOUN 3-4,Buc-ee’s,Q4982335,601 Union Grove Road SE,601,Union Grove Road Southeast,,Charger is open to all EVs and brands. Charger support credit card payment.,Calhoun,GA,30701,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,,2,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,34.44136,-84.91514,J1772COMBO,,,,yes,,
MB BUCEES  CALHOUN 9,Buc-ee’s,Q4982335,601 Union Grove Road SE,601,Union Grove Road Southeast,,Charger is open to all EVs and brands. Charger support credit card payment.,Calhoun,GA,30701,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,,1,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,34.44118,-84.91515,J1772COMBO,,,,yes,,
Crowne Plaza Atlanta NE - Norcross - Tesla Destination,Crowne Plaza,Q2746220,6050 Peachtree Industrial Blvd,6050,Peachtree Industrial Boulevard,,,Norcross,GA,30071,877-798-3752,+1-877-798-3752,,,,8,,,Tesla Destination,Tesla,Q121223733,https://www.tesla.com/destination-charging,33.94949,-84.22949,J1772,TESLA,,yes,,,yes
6050 PARKING DE STATION 1,,,6050 Roswell Rd NE,6050,Roswell Road Northeast,,,Sandy Springs,GA,30328,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.9199,-84.37958,J1772,,,yes,,,
6050 PARKING DE STATION 2,,,6050 Roswell Rd NE,6050,Roswell Road Northeast,,,Sandy Springs,GA,30328,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.9199,-84.37959,J1772,,,yes,,,
ROSEMONT BLDG 2 ST 2,,,606 Athens Hwy,606,Athens Highway,,,Loganville,GA,30052,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.85532,-83.9386,J1772,,,yes,,,
ROSEMONT BLDG 2 ST 1,,,606 Athens Hwy,606,Athens Highway,,,Loganville,GA,30052,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.85537,-83.93867,J1772,,,yes,,,
ALPHARETTA SC STATION A,,,6075 North Point Pkwy,6075,North Point Parkway,,Parking Lot,Alpharetta,GA,30022,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,34.0487,-84.28783,J1772,,,yes,,,
Redwood Residential / Adley City Springs,,,6075 Roswell Road,6075,Roswell Road,,,Sandy Springs,GA,30325,888-998-2546,+1-888-998-2546,24 hours daily,24/7,,5,,,Blink Network,Blink,Q62065645,https://blinkcharging.com,33.92072,-84.37774,J1772,,,yes,,,
6075 The Corners,,,6075 The Corners Parkway,6075,The Corners Parkway,,,Peachtree Corners,GA,30092,888-998-2546,+1-888-998-2546,24 hours daily,24/7,,2,,,Blink Network,Blink,Q62065645,https://blinkcharging.com,33.95294,-84.23813,J1772,,,yes,,,
GEORGIA POWER NORCROSS DC2,,,6079 Goshen Springs Rd,6079,Goshen Springs Road,,,Norcross,GA,30071,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,,1,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.91563,-84.20812,CHADEMO,J1772COMBO,,,yes,yes,
GEORGIA POWER NORCROSS DC1,,,6079 Goshen Springs Rd,6079,Goshen Springs Road,,Chargers are located in the Waffle House Parking Lot,Norcross,GA,30071,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,,1,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.91567,-84.20815,CHADEMO,J1772COMBO,,,yes,yes,
OLD FOURTH WARD DUAL PORT,,,608 Ralph McGill Blvd NE,608,Ralph Mcgill Boulevard Northeast,,,Atlanta,GA,30312,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.76446,-84.36716,J1772,,,yes,,,
OLD FOURTH WARD SINGLE PORT,,,608 Ralph McGill Blvd NE,608,Ralph Mcgill Boulevard Northeast,,In parking deck,Atlanta,GA,30312,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,1,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.76445,-84.36707,J1772,,,yes,,,
Chatham,,,609 Abercorn Street,609,Abercorn Street,,,Savannah,GA,31401,888-998-2546,+1-888-998-2546,24 hours daily,24/7,,1,,,Blink Network,Blink,Q62065645,https://blinkcharging.com,32.06856,-81.0937,J1772,,,yes,,,
GEORGIA POWER CUTHBERT DC2,,,61 E Dawson St,61,East Dawson Street,,Near Hixon hardware store,Cuthbert,GA,39840,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,,1,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,31.771,-84.78791,J1772COMBO,TESLA,,,yes,,yes
GEORGIA POWER CUTHBERT DC1,,,61 E Dawson St,61,East Dawson Street,,,Cuthbert,GA,39840,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,,1,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,31.77101,-84.78796,CHADEMO,J1772COMBO,,,yes,yes,
MORRELL PARK STATION 1,,,61 W Broad St,61,West Broad Street,,,Camilla,GA,31730,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,31.23118,-84.2108,J1772,,,yes,,,
"Century Springs Park, LLC",,,6100 Lake Forest Drive,6100,Lake Forest Drive,,,Atlanta,GA,30328,888-998-2546,+1-888-998-2546,24 hours daily,24/7,,4,,,Blink Network,Blink,Q62065645,https://blinkcharging.com,33.92042,-84.38791,J1772,,,yes,,,
Bedoe's Bar and Grille - Tesla Destination,Bedoe's Bar and Grille,,6115  Hickory Flat Highway,6115, Hickory Flat Highway,,,Canton,GA,30115,877-798-3752,+1-877-798-3752,,,,2,,,Tesla Destination,Tesla,Q121223733,https://www.tesla.com/destination-charging,34.17818,-84.42174,TESLA,,,,,,yes
GEORGIA POWER MILLEN DC1,,,614 East Winthrope Avenue,614,East Winthrope Avenue,,Downtown Millen,Millen,GA,30442,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,,1,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,32.80349,-81.9387,CHADEMO,J1772COMBO,,,yes,yes,
GEORGIA POWER MILLEN DC2,,,614 East Winthrope Avenue,614,East Winthrope Avenue,,Downtown Millen,Millen,GA,30442,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,,1,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,32.80347,-81.93872,CHADEMO,J1772COMBO,,,yes,yes,
PTREE MARKETPLC PCM STATION 1,Ponce City Market,Q7227582,6141 Peachtree Pkwy,6141,Peachtree Parkway,,-In front of LA Fitness,Norcross,GA,30092,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.95176,-84.23524,J1772,,,yes,,,
Ranchers - Tesla Supercharger,Ranchers,,615 Landmark Pointe Blvd,615,Landmark Pointe Boulevard,,,Gray,GA,31032,877-798-3752,+1-877-798-3752,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,24/7,,,12,,Tesla,Tesla,Q17089620,https://www.tesla.com/supercharger,32.98877,-83.56892,TESLA,,,,,,yes
Mike Murphy Kia,Kia Motors Corporation,Q35349,6150 Altama Ave,6150,Altama Avenue,,,Brunswick,GA,31525,912-342-4190,+1-912-342-4190,Dealership business hours,,,2,,,Non-Networked,,,,31.22499,-81.47703,J1772,,,yes,,,
BRMEMC STATION 1,,,62 Blue Ridge St,62,Blue Ridge Street,,Behind City Hall,Blairsville,GA,30512,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,,1,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,34.87593,-83.95971,CHADEMO,J1772COMBO,,,yes,yes,
BRMEMC STATION 2,,,62 Blue Ridge St,62,Blue Ridge Street,,Behind City Hall,Blairsville,GA,30512,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,,1,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,34.87592,-83.95975,J1772COMBO,TESLA,,,yes,,yes
Embassy Suites by Hilton Atlanta Kennesaw Town Ctr - Tesla Destination,Embassy Suites,Q5369524,620 Chastain Rd NW,620,Chastain Road Northwest,,,Kennesaw,GA,30144,877-798-3752,+1-877-798-3752,,,,4,,,Tesla Destination,Tesla,Q121223733,https://www.tesla.com/destination-charging,34.0382,-84.56935,J1772,TESLA,,yes,,,yes
Fairfield Inn & Suites Dublin - Tesla Destination,Fairfield by Marriott,Q5430314,620 Pinehill Rd,620,Pinehill Road,,,Dublin,GA,31021,877-798-3752,+1-877-798-3752,,,,3,,,Tesla Destination,Tesla,Q121223733,https://www.tesla.com/destination-charging,32.48646,-82.93999,J1772,TESLA,,yes,,,yes
MB-USA HQ CHARGER 6-7,Mercedes-Benz,Q36008,623-673 Abernathy Rd NE,623,623-673 Abernathy Road Northeast,,Open to all EV brands 24 hours. Featuring a lounge to relax when your EV charges. Lounge open daily 8am to 8pm.,Sandy Springs,GA,30328,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,,2,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.93415,-84.36337,J1772COMBO,,,,yes,,
MB-USA HQ CHARGER 4-5,Mercedes-Benz,Q36008,623-673 Abernathy Rd NE,623,623-673 Abernathy Road Northeast,,Open to all EV brands 24 hours. Featuring a lounge to relax when your EV charges. Lounge open daily 8am to 8pm.,Sandy Springs,GA,30328,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,,2,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.93415,-84.36327,J1772COMBO,,,,yes,,
MB-USA HQ CHARGER 2-3,Mercedes-Benz,Q36008,623-673 Abernathy Rd NE,623,623-673 Abernathy Road Northeast,,Open to all EV brands 24 hours. Featuring a lounge to relax when your EV charges. Lounge open daily 8am to 8pm.,Sandy Springs,GA,30328,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,,2,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.93414,-84.36317,J1772COMBO,,,,yes,,
MB-USA HQ CHARGER 8,Mercedes-Benz,Q36008,623-673 Abernathy Rd NE,623,623-673 Abernathy Road Northeast,,Open to all EV brands 24 hours. Featuring a lounge to relax when your EV charges. Lounge open daily 8am to 8pm.,Sandy Springs,GA,30328,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,,1,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.93414,-84.36344,J1772COMBO,,,,yes,,
MB-USA HQ CHARGER 1,Mercedes-Benz,Q36008,623-673 Abernathy Rd NE,623,623-673 Abernathy Road Northeast,,Open to all EV brands 24 hours. Featuring a lounge to relax when your EV charges. Lounge open daily 8am to 8pm.,Sandy Springs,GA,30328,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,,1,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.93415,-84.36312,J1772COMBO,,,,yes,,
WINDWARD PLACE WINDWARD 01,,,6230-7498 Jefferson Ct,6230,Jefferson Court,,Behind gated fence. When you pull in go to the right. Next to maintenance shed.,Alpharetta,GA,30005,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,34.08909,-84.23991,J1772,,,yes,,,
MV HYUNDAI DC FAST 1,Hyundai Motor Company,Q55931,6236 Alabama Hwy,6236,Alabama Highway,,,Ringgold,GA,30736,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,,1,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,34.90125,-85.13182,CHADEMO,J1772COMBO,,,yes,yes,
Pilot Travel Center 417,Pilot / Flying J,Q1434601,625 Carrollton Street,625,Carrollton Street,,,Temple,GA,30179,877-455-3833,+1-877-455-3833,24 hours daily,24/7,,,4,,eVgo Network,eVgo,Q61803820,https://www.evgo.com,33.71916,-85.02884,J1772COMBO,,,,yes,,
Peachtree Road - Georgia,,,625 Old Peachtree Rd NW,625,Old Peachtree Road Northwest,,,Suwanee,GA,30024,1-888-222-6618,+1-888-222-6618,,,,2,,,NOODOE,Noodoe,,https://www.noodoe.com,34.00954,-84.06155,J1772,,,yes,,,
GEORGIA POWER MACON DC1,,,6255 Zebulon Rd,6255,Zebulon Road,,,Macon,GA,31210,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,,1,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,32.88204,-83.76668,CHADEMO,J1772COMBO,,,yes,yes,
GEORGIA POWER MACON DC2,,,6255 Zebulon Rd,6255,Zebulon Road,,,Macon,GA,31210,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,,1,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,32.88202,-83.76669,CHADEMO,J1772COMBO,,,yes,yes,
GEORGIA POWER MACON L2,,,6255 Zebulon Road,6255,Zebulon Road,,,Macon,GA,31210,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,32.88199,-83.76672,J1772,,,yes,,,
629 NW Frontage Rd,,,629 NW Frontage Rd,629,Nw Frontage Road,,,Augusta,GA,30907,,,24 hours daily,24/7,,2,,,Non-Networked,,,,33.4927,-82.0887,J1772,,,yes,,,
